objectid,unit_name,countyname,tot_pop_y,tot_white,tot_black,tot_asian,tot_amind,tot_other,tot_hispanic,vap_total,vap_white,vap_black,vap_asian,vap_amind,vap_other,vap_hispanic,reg_total_24_12,reg_white_24_12,reg_black_24_12,reg_other_24_12,reg_dem_total_24_12,reg_dem_white_24_12,reg_dem_black_24_12,reg_dem_other_24_12,reg_rep_total_24_12,reg_rep_white_24_12,reg_rep_black_24_12,reg_rep_other_24_12,reg_oth_total_24_12,reg_oth_white_24_12,reg_oth_black_24_12,reg_oth_other_24_12,congressional,senate,house,public_service_commission,supreme_court
5139,8,St. Martin,699,675,12,3,5,4,7,538,531,0,0,5,2,3,451,440,2,9,169,168,1,0,169,165,0,4,113,107,1,5,Congressional District 3,State Senate District 22,State House District 96,District 2,District 5
4486,31A,De Soto,80,40,32,0,5,3,4,60,33,24,0,0,3,4,59,40,17,2,19,2,16,1,29,28,0,1,11,10,1,0,Congressional District 4,State Senate District 38,State House District 7,District 5,District 3
4487,6A,East Feliciana,159,127,24,0,1,7,10,122,108,6,0,1,7,8,121,92,23,6,39,21,16,2,52,50,0,2,30,21,7,2,Congressional District 5,State Senate District 17,State House District 62,District 2,District 2
4502,7-5,Grant,144,136,0,0,8,0,0,104,99,0,0,5,0,0,81,77,0,4,17,16,0,1,54,51,0,3,10,10,0,0,Congressional District 4,State Senate District 35,State House District 22,District 4,District 4
4522,11-6,Iberia,659,382,248,5,8,16,20,514,333,159,5,8,9,12,381,243,127,11,141,49,88,4,145,138,4,3,95,56,35,4,Congressional District 3,State Senate District 21,State House District 96,District 4,District 5
3074,70,Jefferson,1798,858,585,61,48,246,331,1458,780,427,37,26,188,238,759,417,219,123,310,120,150,40,207,169,7,31,242,128,62,52,Congressional District 1,State Senate District 9,State House District 80,District 1,District 6
3031,205,Jefferson,2253,108,1916,104,10,115,140,1688,91,1417,87,5,88,106,1594,109,1334,151,1116,22,1031,63,92,47,20,25,386,40,283,63,Congressional District 2,State Senate District 7,State House District 87,District 3,District 7
2402,33,Livingston,646,586,17,2,17,24,21,519,478,8,0,15,18,15,375,361,2,12,85,83,0,2,193,189,0,4,97,89,2,6,Congressional District 5,State Senate District 18,State House District 81,District 1,District 1
3180,170,Jefferson,1918,1094,521,15,35,253,325,1500,901,381,9,34,175,229,1162,722,310,130,399,167,212,20,369,314,13,42,394,241,85,68,Congressional District 2,State Senate District 8,State House District 83,District 3,District 7
1313,47,Lafayette,1278,963,156,28,22,109,110,1027,817,102,21,13,74,78,875,761,68,46,233,168,50,15,369,351,2,16,273,242,16,15,Congressional District 3,State Senate District 23,State House District 45,District 2,District 5
3007,117,Jefferson,1450,1174,163,21,15,77,125,1239,1017,130,18,9,65,96,1033,910,64,59,245,185,48,12,479,462,1,16,309,263,15,31,Congressional District 1,State Senate District 10,State House District 78,District 1,District 6
238,9A,Jefferson Davis,425,356,44,2,7,16,19,328,284,22,1,6,15,16,267,248,10,9,58,51,6,1,137,130,2,5,72,67,2,3,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
1703,3,St. Martin,3218,2135,839,103,23,118,130,2442,1658,612,60,21,91,95,2111,1543,487,81,609,210,384,15,967,931,9,27,535,402,94,39,Congressional District 3,State Senate District 22,State House District 48,District 2,District 5
5486,1B,West Feliciana,485,423,29,4,9,20,17,372,331,15,4,8,14,12,344,311,22,11,89,65,20,4,171,167,0,4,84,79,2,3,Congressional District 5,State Senate District 32,State House District 18,District 2,District 2
1072,13,St. Bernard,2263,1104,779,133,33,214,270,1631,870,485,100,26,150,179,1272,775,332,165,493,214,232,47,332,289,7,36,447,272,93,82,Congressional District 2,State Senate District 3,State House District 103,District 1,District 1
2086,9-30A,Orleans,945,284,592,43,6,20,33,711,205,459,27,6,14,25,499,24,448,27,399,15,372,12,10,4,4,2,90,5,72,13,Congressional District 2,State Senate District 3,State House District 97,District 3,District 7
1192,48,Lafayette,1148,890,191,23,5,39,52,1016,781,179,23,3,30,41,779,626,106,47,217,144,61,12,269,253,5,11,293,229,40,24,Congressional District 3,State Senate District 23,State House District 45,District 2,District 5
3217,71,Jefferson,2608,2054,125,96,27,306,357,2090,1689,81,72,20,228,266,1671,1494,48,129,347,290,30,27,926,878,0,48,398,326,18,54,Congressional District 1,State Senate District 9,State House District 80,District 1,District 6
1882,161,Calcasieu,1586,1383,115,11,26,51,68,1118,996,65,7,18,32,36,777,718,32,27,109,85,20,4,422,411,3,8,246,222,9,15,Congressional District 4,State Senate District 27,State House District 35,District 4,District 3
342,10,De Soto,1576,968,505,2,47,54,51,1188,753,367,2,34,32,31,1031,642,361,28,402,104,294,4,380,371,5,4,249,167,62,20,Congressional District 4,State Senate District 38,State House District 7,District 5,District 3
2863,2-10,East Baton Rouge,1594,432,1127,0,5,30,30,1283,376,889,0,4,14,16,1272,339,890,43,791,55,716,20,228,201,17,10,253,83,157,13,Congressional District 6,State Senate District 15,State House District 62,District 3,District 2
1953,10-16,Lafourche,1126,707,156,34,73,156,149,823,560,100,22,40,101,93,547,435,66,46,144,93,47,4,257,231,6,20,146,111,13,22,Congressional District 1,State Senate District 20,State House District 54,District 2,District 5
2881,3-29,East Baton Rouge,1963,1419,363,64,25,92,107,1560,1169,260,44,23,64,80,1193,988,121,84,297,194,89,14,552,528,3,21,344,266,29,49,Congressional District 5,State Senate District 16,State House District 69,District 2,District 2
403,18,Madison,152,0,152,0,0,0,0,97,0,97,0,0,0,0,87,0,86,1,67,0,66,1,1,0,1,0,19,0,19,0,Congressional District 5,State Senate District 34,State House District 21,District 5,District 2
1187,27,Lafayette,1199,729,306,9,27,128,140,895,585,208,9,19,74,78,624,450,158,16,244,130,110,4,210,197,7,6,170,123,41,6,Congressional District 3,State Senate District 26,State House District 42,District 2,District 5
1596,N1,Rapides,634,321,278,8,7,20,32,515,279,206,7,4,19,27,238,146,82,10,86,29,55,2,65,61,2,2,87,56,25,6,Congressional District 6,State Senate District 29,State House District 26,District 4,District 2
2246,9-23,Orleans,759,91,622,4,9,33,39,570,82,457,4,8,19,23,525,70,431,24,394,40,340,14,10,1,8,1,121,29,83,9,Congressional District 2,State Senate District 3,State House District 93,District 3,District 7
850,8,Pointe Coupee,1160,247,879,6,2,26,18,889,213,648,6,2,20,9,736,160,567,9,494,41,451,2,81,72,8,1,161,47,108,6,Congressional District 6,State Senate District 17,State House District 18,District 2,District 2
4495,4B,East Feliciana,83,71,6,0,4,2,3,76,66,6,0,2,2,3,64,64,0,0,10,10,0,0,38,38,0,0,16,16,0,0,Congressional District 5,State Senate District 17,State House District 62,District 2,District 2
4496,3A,East Feliciana,223,198,16,7,0,2,3,184,169,8,5,0,2,3,151,142,6,3,23,18,5,0,85,83,0,2,43,41,1,1,Congressional District 5,State Senate District 17,State House District 62,District 2,District 2
4510,2-2,Iberia,1108,446,541,84,11,26,39,938,393,461,53,8,23,27,465,203,216,46,203,35,162,6,115,94,6,15,147,74,48,25,Congressional District 3,State Senate District 22,State House District 48,District 4,District 5
2329,15-13A,Orleans,1329,128,1019,30,16,136,159,1012,114,763,30,10,95,104,879,73,736,70,642,26,588,28,35,19,9,7,202,28,139,35,Congressional District 2,State Senate District 7,State House District 102,District 3,District 7
8226,3-7,Caddo,3749,920,2467,117,64,181,199,2922,821,1850,95,40,116,136,1273,251,958,64,818,59,738,21,117,91,18,8,338,101,202,35,Congressional District 6,State Senate District 39,State House District 2,District 5,District 3
8227,3-8,Caddo,2567,1524,777,93,51,122,139,2080,1337,521,84,49,89,108,1182,889,203,90,407,252,126,29,351,320,4,27,424,317,73,34,Congressional District 4,State Senate District 39,State House District 2,District 5,District 3
8228,4-10,Caddo,2458,2061,176,63,68,90,93,2005,1724,116,47,52,66,65,1758,1530,112,116,417,318,74,25,867,824,7,36,474,388,31,55,Congressional District 4,State Senate District 38,State House District 6,District 5,District 4
4549,23B,Jefferson Davis,376,362,3,0,8,3,7,289,279,2,0,5,3,7,347,332,9,6,68,62,5,1,187,182,2,3,92,88,2,2,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
662,30,Beauregard,1987,1550,250,31,74,82,116,1516,1220,170,13,60,53,70,1283,1075,107,101,237,148,73,16,689,652,3,34,357,275,31,51,Congressional District 4,State Senate District 30,State House District 30,District 4,District 3
1495,903,St. Tammany,1945,1617,189,22,36,81,102,1535,1291,145,22,23,54,59,1437,1250,104,83,244,167,65,12,732,693,6,33,461,390,33,38,Congressional District 1,State Senate District 1,State House District 90,District 1,District 1
3332,4,East Carroll,70,51,18,0,0,1,1,62,43,18,0,0,1,1,61,35,25,1,25,8,17,0,21,18,2,1,15,9,6,0,Congressional District 5,State Senate District 34,State House District 19,District 5,District 2
922,4-8G,Bossier,1209,850,188,65,38,68,92,954,695,125,58,28,48,61,746,583,98,65,139,62,66,11,416,386,3,27,191,135,29,27,Congressional District 4,State Senate District 31,State House District 5,District 5,District 4
3101,180,Jefferson,1232,16,1187,6,8,15,21,963,15,928,6,2,12,15,1015,6,979,30,776,3,764,9,21,0,20,1,218,3,195,20,Congressional District 2,State Senate District 5,State House District 83,District 3,District 7
3170,2-G,Jefferson,843,434,336,8,15,50,53,698,380,264,8,13,33,44,590,333,208,49,270,91,163,16,122,112,3,7,198,130,42,26,Congressional District 2,State Senate District 7,State House District 85,District 3,District 7
1631,C1,Rapides,574,220,351,2,1,0,5,541,215,323,2,1,0,3,197,64,129,4,116,19,96,1,35,31,2,2,46,14,31,1,Congressional District 6,State Senate District 29,State House District 26,District 4,District 2
3065,115,Jefferson,978,144,729,19,29,57,94,729,108,561,9,18,33,46,529,56,452,21,357,9,341,7,39,32,6,1,133,15,105,13,Congressional District 2,State Senate District 19,State House District 92,District 3,District 7
3010,183,Jefferson,1044,689,189,45,15,106,149,903,609,167,33,11,83,117,542,370,111,61,230,111,95,24,155,140,2,13,157,119,14,24,Congressional District 2,State Senate District 8,State House District 84,District 1,District 6
5775,5-4,Bienville,30,29,0,1,0,0,0,23,22,0,1,0,0,0,24,23,0,1,3,2,0,1,17,17,0,0,4,4,0,0,Congressional District 4,State Senate District 31,State House District 13,District 5,District 4
651,18A,Beauregard,115,92,10,2,6,5,4,92,75,8,0,5,4,3,78,77,0,1,10,10,0,0,43,43,0,0,25,24,0,1,Congressional District 4,State Senate District 30,State House District 30,District 4,District 3
587,55,Ascension,885,133,738,3,2,9,21,700,115,575,3,2,5,17,580,87,485,8,473,46,423,4,23,20,3,0,84,21,59,4,Congressional District 2,State Senate District 2,State House District 58,District 3,District 7
4826,1C,St. Landry,241,204,30,1,1,5,8,197,168,22,1,1,5,8,151,141,8,2,32,24,7,1,91,91,0,0,28,26,1,1,Congressional District 6,State Senate District 17,State House District 28,District 4,District 2
4850,42,St. Martin,2041,1438,538,12,21,32,50,1548,1106,394,10,13,25,36,1398,995,371,32,507,237,263,7,528,503,20,5,363,255,88,20,Congressional District 3,State Senate District 17,State House District 46,District 2,District 5
2240,9-29,Orleans,437,101,331,1,4,0,23,364,82,278,0,4,0,16,264,51,198,15,180,18,155,7,19,15,3,1,65,18,40,7,Congressional District 2,State Senate District 3,State House District 97,District 3,District 7
2550,2-18B,Bossier,1746,1417,155,38,45,91,94,1189,982,106,20,29,52,59,1057,900,98,59,122,58,59,5,647,607,8,32,288,235,31,22,Congressional District 4,State Senate District 36,State House District 8,District 5,District 4
1597,N3,Rapides,1822,700,1050,9,31,32,43,1372,607,702,6,28,29,36,641,300,307,34,280,68,204,8,138,124,11,3,223,108,92,23,Congressional District 6,State Senate District 29,State House District 26,District 4,District 2
4558,6-1A,Plaquemines,1543,780,462,75,43,183,265,902,467,268,43,18,106,140,225,106,63,56,62,16,33,13,68,49,1,18,95,41,29,25,Congressional District 1,State Senate District 8,State House District 105,District 1,District 6
3002,127,Jefferson,1215,816,239,24,28,108,112,1016,697,198,19,20,82,77,814,607,141,66,293,171,101,21,233,212,4,17,288,224,36,28,Congressional District 1,State Senate District 9,State House District 82,District 1,District 6
2774,1-27,East Baton Rouge,1603,52,1543,1,0,7,9,1215,43,1166,1,0,5,7,966,14,931,21,738,8,720,10,18,3,15,0,210,3,196,11,Congressional District 6,State Senate District 14,State House District 61,District 3,District 2
1160,14,Lafayette,1640,362,1178,17,17,66,80,1164,308,798,11,7,40,49,909,224,641,44,497,56,427,14,129,100,23,6,283,68,191,24,Congressional District 6,State Senate District 24,State House District 44,District 2,District 2
3117,173,Jefferson,1217,132,999,32,0,54,61,884,116,701,27,0,40,44,589,87,467,35,425,36,369,20,36,17,14,5,128,34,84,10,Congressional District 2,State Senate District 5,State House District 87,District 3,District 7
3142,194B,Jefferson,2412,1181,655,295,45,236,310,1822,940,469,214,37,162,195,1745,905,524,316,603,148,394,61,537,443,8,86,605,314,122,169,Congressional District 2,State Senate District 8,State House District 84,District 1,District 6
406,1-2,Concordia,543,48,463,8,12,12,21,399,33,346,6,10,4,12,324,16,306,2,269,3,265,1,15,9,6,0,40,4,35,1,Congressional District 5,State Senate District 34,State House District 21,District 5,District 2
1457,303,St. Tammany,2533,2215,80,32,63,143,171,1994,1767,52,26,43,106,121,1992,1837,50,105,312,260,31,21,1105,1058,5,42,575,519,14,42,Congressional District 1,State Senate District 12,State House District 74,District 1,District 1
6102,28A,Beauregard,781,559,156,13,24,29,36,648,469,135,9,15,20,28,343,280,50,13,68,34,33,1,170,162,3,5,105,84,14,7,Congressional District 4,State Senate District 30,State House District 30,District 4,District 3
621,77,Ascension,2109,1521,338,90,26,134,163,1432,1050,233,50,12,87,102,1409,1033,243,133,309,105,177,27,646,596,8,42,454,332,58,64,Congressional District 2,State Senate District 18,State House District 59,District 2,District 6
2148,16-6,Orleans,1048,630,263,38,14,103,124,926,572,223,30,13,88,105,839,496,229,114,489,249,183,57,58,49,3,6,292,198,43,51,Congressional District 2,State Senate District 5,State House District 98,District 3,District 7
2162,7-5,Orleans,1007,284,630,18,8,67,94,812,262,471,18,8,53,76,684,179,435,70,448,101,317,30,18,8,5,5,218,70,113,35,Congressional District 2,State Senate District 4,State House District 93,District 3,District 7
2219,8-20,Orleans,746,149,558,4,9,26,47,633,134,468,4,7,20,38,614,115,456,43,458,56,378,24,25,17,5,3,131,42,73,16,Congressional District 2,State Senate District 3,State House District 97,District 3,District 7
2250,13-12,Orleans,554,326,157,32,4,35,34,491,280,148,28,4,31,30,443,243,155,45,277,126,122,29,28,26,2,0,138,91,31,16,Congressional District 2,State Senate District 5,State House District 98,District 3,District 7
427,11,Madison,199,87,108,1,0,3,5,156,82,71,0,0,3,5,122,60,52,10,53,14,39,0,37,32,1,4,32,14,12,6,Congressional District 5,State Senate District 34,State House District 21,District 5,District 2
1645,S20,Rapides,845,232,577,3,17,16,16,662,186,446,1,13,16,12,505,130,365,10,331,37,290,4,65,57,7,1,109,36,68,5,Congressional District 6,State Senate District 29,State House District 38,District 4,District 2
1615,S19,Rapides,409,277,103,2,11,16,19,319,226,71,2,11,9,12,210,177,26,7,45,25,19,1,113,110,1,2,52,42,6,4,Congressional District 6,State Senate District 29,State House District 38,District 4,District 2
1976,6-4,Lafourche,779,744,16,0,4,15,11,664,642,6,0,4,12,10,476,462,4,10,226,219,4,3,135,130,0,5,115,113,0,2,Congressional District 3,State Senate District 19,State House District 55,District 2,District 5
6558,46B,De Soto,331,169,145,2,3,12,13,265,137,113,1,3,11,12,185,104,77,4,78,13,65,0,68,66,0,2,39,25,12,2,Congressional District 6,State Senate District 38,State House District 7,District 5,District 3
1272,92,Lafayette,3692,2320,966,146,62,198,258,3017,2034,657,114,55,157,209,2010,1504,369,137,586,316,240,30,782,740,13,29,642,448,116,78,Congressional District 3,State Senate District 22,State House District 43,District 2,District 5
1581,6-6,St. Charles,1476,731,629,4,36,76,87,1122,583,453,4,26,56,59,926,494,393,39,427,117,301,9,238,206,14,18,261,171,78,12,Congressional District 1,State Senate District 19,State House District 56,District 3,District 6
1342,86,Lafayette,1942,1448,190,189,26,89,96,1425,1085,131,126,22,61,71,1512,1252,129,131,229,134,83,12,859,798,8,53,424,320,38,66,Congressional District 3,State Senate District 23,State House District 31,District 2,District 5
2239,9-28,Orleans,1222,21,1179,3,5,14,31,698,17,671,3,4,3,20,555,2,532,21,403,0,392,11,12,0,11,1,140,2,129,9,Congressional District 2,State Senate District 3,State House District 99,District 3,District 7
1538,S07,St. Tammany,1204,417,661,14,22,90,113,902,341,478,9,21,53,65,706,245,399,62,368,52,285,31,131,118,4,9,207,75,110,22,Congressional District 1,State Senate District 1,State House District 90,District 1,District 1
3283,9-1,Assumption,2285,2202,16,4,14,49,69,1876,1819,2,4,11,40,61,1507,1488,4,15,502,497,1,4,706,698,0,8,299,293,3,3,Congressional District 2,State Senate District 21,State House District 60,District 2,District 6
1010,7-4,Iberia,1631,1349,151,23,30,78,106,1231,1053,83,13,23,59,78,1058,933,81,44,220,154,59,7,605,586,1,18,233,193,21,19,Congressional District 3,State Senate District 22,State House District 48,District 4,District 5
1842,311,Calcasieu,801,88,692,1,0,20,34,573,67,492,1,0,13,15,404,29,355,20,278,9,264,5,21,9,10,2,105,11,81,13,Congressional District 3,State Senate District 27,State House District 34,District 4,District 3
4546,16A,Jefferson Davis,84,69,8,2,2,3,4,68,60,5,2,0,1,1,54,51,2,1,13,11,2,0,30,29,0,1,11,11,0,0,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
2967,20,Morehouse,875,211,649,7,3,5,2,639,169,458,6,3,3,2,510,128,375,7,308,23,283,2,78,69,8,1,124,36,84,4,Congressional District 5,State Senate District 34,State House District 16,District 5,District 4
